text,label,timestamp
Cheaper carbon replaces silicon in solar panels: Tweet Washington\u002c Nov 1 (IANS) Researchers have built the first...,neutral,2025-01-01 11:00:00
"""if u support 1 group maybe 1 day some evil people may take control of that group and fight against Muslims, this is why i just support islam""",neutral,2025-01-01 11:00:00
"""I don't see the point in the 3rd Tate vs Rousey fight, it's not like they both have a win a piece, Ronda has clattered her both times.""",negative,2025-01-01 11:00:00
@user btw from one gay babe to another; what do u think i should wear to pride parade on saturday? it'll probably be raining but-,neutral,2025-01-01 12:00:00
"No joke, but #MyScienceStory is that I read Jurassic Park in 3rd grade and was thereafter obsessed with biology.",positive,2025-01-01 12:00:00
Did you know our Lunch&amp;Learns are now open to the public? Join us on August 31 with @user from @user,positive,2025-01-01 12:00:00
modi launched yes'day.unified single portal was launched by UPA govt under the then labour minister Oscar Fernandes in Feb@IBNLivePolitics,neutral,2025-01-01 13:00:00
"""I may seem like I'm only joking when I compare right-wing """"Christians"""" with Jihadists, but they're all dangerous idiot control freaks""",negative,2025-01-01 13:00:00
"""\""""I saw my father march with Martin Luther King\"""" & \""""My father and I marched with MLK Jr. through the streets of Detroit\""""",neutral,2025-01-01 14:00:00
If your pupils can use an iPad better than you can then this course may well be ideal for you -,positive,2025-01-01 14:00:00
Got my alarm set so I can be up when tickets for shawn at the @user go on sale tomorrow! Want the best seats I can get.,positive,2025-01-01 14:00:00
Iron man 3\u002c hangover part III\u002c the last Friday #2013,neutral,2025-01-01 15:00:00
So apparently Thor has a big surprise for me on Saturday and I can't wait to see what it is!!!! I'm dying I'm the most patient less person,positive,2025-01-01 15:00:00
Is anybody going to the Ed Sheeran concert in Houston this Thursday,neutral,2025-01-01 15:00:00
Apple CEO apologizes for error-ridden new map app - Apple CEO Tim Cook apologized Friday for the company&#039;s erro...,positive,2025-01-01 16:00:00
What should I wear to the Taylor Swift concert tomorrow? What would my Bad Blood character name be? These questions will keep me up tonight.,neutral,2025-01-01 16:00:00
@user @user hmmmm  November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys,neutral,2025-01-01 16:00:00
Here until 2pm today! Then Romo is off to skate with the Saint Lunachix vs St. Chux Derby Chix at Queeny Park tonight!,neutral,2025-01-01 17:00:00
Bye bye Kyiv! See you in December :-*,neutral,2025-01-01 17:00:00
"""So my Moto G is now scheduled for next Thursday. Lame. Originally today, now a week later. How long does it take to get to NJ from Shenzhen?""",neutral,2025-01-01 18:00:00
@user I'm in love J. Cole Kendrick Lamar-Black Friday it's soo good. Tales of two cites with a Kendrick twist @user,positive,2025-01-01 18:00:00
Finish watching Ghost Rider: Spirit of Vengeance.  Movie was alright.  I still prefer the 1st one better.,neutral,2025-01-01 18:00:00
@user Bummed We don't get to see Arrow until Saturday because of the Chicago Bulls game.,negative,2025-01-01 19:00:00
Papi 4th Sox with 200 HRs at Fenway: Red Sox slugger David Ortiz hit career home run No. 497 in the first inni...,neutral,2025-01-01 19:00:00
@user it was really nice to hear from u thanks hope ur enjoying ur time off I'll c u Dec 1st in Binghamton NY,positive,2025-01-01 19:00:00
"""I hate when ppl do rates on IG & lie! The bitch look like UNDERTAKER & you gone give her a 9.7 , c'mon man!""",negative,2025-01-01 20:00:00
@user @user Etta James\u002c fine. She may have the best voice but she still killed it. Slaughtered it\u002c in fact.,positive,2025-01-01 20:00:00
Loving Friday with Jason Aldean on Today! #JasonAldeanTODAY,positive,2025-01-01 20:00:00
Going rib Elton all day tomorrow.!,positive,2025-01-01 21:00:00
A lot easier to check @user Twitter than hunt through for the #UCA final score on Sat nights,positive,2025-01-01 21:00:00
"Thanks to Fetty Wap for stepping in at the last minute on Saturday night event.  Chris Brown's apology seems disingenuous, I'm sure he knew.",positive,2025-01-01 21:00:00
Madonna is going to remain as the most awarded artist,positive,2025-01-01 22:00:00
"""Moving in tomorrow. Go Tesco near me... And all the takeaways, bars and DMU gym is like just there. No more excuses for me tho. #TeamGetFit""",positive,2025-01-01 22:00:00
Watch ShelbyDenise LIVE on #kamcord. WooHoo it;s Friday! Come play Minecraft with us!: is live come watch her play,positive,2025-01-01 23:00:00
Moto X Style and Moto G (3rd gen) hands-on via @user moto is the best,positive,2025-01-01 23:00:00
"""Who sings \""""Ya know I like my chicken fried. Cold beer on a Friday night. Pair of jeans that fit just right and the radio upppp\"""" ??""",positive,2025-01-01 23:00:00
Rick Perry came in behind John Kasich and will not be in the debate tomorrow. He's fallen quite a bit since being...,neutral,2025-01-02 00:00:00
@user Photo with Marni and Nic if you have won with steve i may lose it haha nah just kidding love your tweets tad jealous lol,positive,2025-01-02 00:00:00
Anybody want to swap 2x Saturday Tickets for Foo Fighters for 2 xSunday Tickets?,neutral,2025-01-02 00:00:00
@user  @user I haven\u2019t screamed that loud at the tv since Sun when the Pats kicked it across the pond.,neutral,2025-01-02 01:00:00
Shame all the fans that stuck around to see a six run lead blown and Harper make an out for the 8th time in two games. #Nationals,negative,2025-01-02 01:00:00
Tomorrow Tom Brady takes the field... and this scandal has awakened a dormant giant. I think Tom was gonna take it easy on the league and..,neutral,2025-01-02 01:00:00
remember when we were all hype that frank ocean was actually going to drop boys don't cry July 21st *sigh* good times (':,neutral,2025-01-02 02:00:00
Best of luck to @user and Nicki doing the #RainbowRun tomorrow morning!! Have fun and get colourful! #sundayfunday,positive,2025-01-02 02:00:00
Blackstar off David Bowie's upcoming album Blackstar out 8 January 2016. ....What do you think? Buy:p,neutral,2025-01-02 03:00:00
@user Oh my gOD. THta's okay tho! Milan may nag a lot but He Has A BIg Heart and wouldn't leave Alejandro with nowhere to go,positive,2025-01-02 03:00:00
"""If I feel even worse tomorrow for my chem exam, I'm going to be sooooo MAD""",negative,2025-01-02 03:00:00
"@user Hi there, I have question I want to purchase the Real Madrid 3rd kit can you guys add the champions league patches""",neutral,2025-01-02 04:00:00
well it is the 3rd straight crappy week of Big Brother. Can we just skip ahead to the buy back competition?,negative,2025-01-02 04:00:00
Newcastle Utd upping the ante in the 2nd half.,positive,2025-01-02 04:00:00
@user Franko's RBI single in the top of the 1st gives Gray a 1-0 heading to the bottom. Atta way @user !,positive,2025-01-02 05:00:00
@user 3rd floor ISAT on the roof you\u2019ll see it when you walk up the stairs its on the right,neutral,2025-01-02 05:00:00
Remembering how normal it was to see Ice Cube at our high school all the time   Sat right in front of him at a play too lmao,positive,2025-01-02 05:00:00
@user Ying wants to know if you still desire her Competition readers? She can bring them in tomorrow if so.,neutral,2025-01-02 06:00:00
#YakubMemon the gvt shld not b partial on criminal..and also my deep condolence to yakub's family if he hangd 2mrw..may allah wit u..,neutral,2025-01-02 06:00:00
@user @user Knott's doesn't have a corporate media empire like Universal does. They may just add more stuff to the hanging now,negative,2025-01-02 06:00:00
"Walmart Wednesday! Oops, it's after Labor Day and somebody is still wearing white!",neutral,2025-01-02 07:00:00
"""the Bee Gees, pre-disco (but also Saturday Night Fever) at this point""",neutral,2025-01-02 07:00:00
Friday - Dracula time again at the Leicester Square Theatre at 7.00pm. Not doink anysing? Come and join Van Helsing! Yes! It is I!,positive,2025-01-02 08:00:00
#housemusic #fun Jason Vernau Live @ SET Nightclub Miami February 25th 2012:      Jason Vernau is back with some...,neutral,2025-01-02 08:00:00
highlight of my day was buying my ticket to see Ferry Corsten and Markus Schulz @user November 10th #TranceFamily,positive,2025-01-02 08:00:00
Today's MLB Cheatsheet is live! Ryan Braun is pumped about it.,neutral,2025-01-02 09:00:00
White feminism will be all over the newspapers tomorrow saying how Nicki attacked Miley. That's you call someone out!!!!,negative,2025-01-02 09:00:00
@user tickets finally arrived for Foo Fighters at MK bowl on Saturday night. Tickets are a treat from the wife for my 40th Birthday,positive,2025-01-02 09:00:00
"@user yeh but he no have The Maillot Jaune on! could be bannister, wondered if may be small child? next generation etc, or Steve Red""",neutral,2025-01-02 10:00:00
I think Paper Towns is out tomorrow and I really wanna see it :(,positive,2025-01-02 10:00:00
"""\""""@AdamantCriminal: WHITE COLLAR returns on Tuesday\u002c January 22 at 10/9c.\""""Can\u2019t wait to see it :-)""",positive,2025-01-02 10:00:00
Got caught up on sat&amp;sun's paper. Pretty upset that the Lexington Herald-Leader put a Go Set a Watchman spoiler on the front page.,negative,2025-01-02 11:00:00
Il Divo\u002c the classical crossover quartet live in Istanbul September 27.Great Music in a wonderful concert area.,positive,2025-01-02 11:00:00
Happy Motha Fuckin Birthday to my wife\u002c Mi Dupes @user Love you so much\u002c thankful your still rockin wit me. May God bless you xoxo,positive,2025-01-02 12:00:00
Time to think of Xmas and Panto's! If you'd like to join Earsay watch the Pantomime 10th January at Jersey Opera...,positive,2025-01-02 12:00:00
God save them as Rahul Gandhi going to announce private sector reservation very soon.,negative,2025-01-02 12:00:00
I may or may not want a Mariah Carey cake on my birthday. It'll be a surprise if I get one.,positive,2025-01-02 13:00:00
David Price taking to the mound for the #BlueJays tonight. Since August 3 he's been reliable as expected &amp; then some,neutral,2025-01-02 13:00:00
Looking forward to the new Jersey Shore starting tonight. Has it started in Ireland yet?? What do tweeps think?? #jerseyshore,positive,2025-01-02 13:00:00
@user Paul Dunne? Looks more like Paul Bothwick! Good luck in the final round tomorrow! #TheOpen,positive,2025-01-02 14:00:00
Significant part of the migration crisis is caused by Turkey punishing Europe for the cold shoulder given to Erdogan,negative,2025-01-02 14:00:00
Jr. Preds won 2nd game against the Columbus Flames 8-0.  Go Preds!,neutral,2025-01-02 14:00:00
Don't Forget: FREE YOGA at our Clarendon location tomorrow at 8:30 am! Enjoy a class with one of our staff members.,positive,2025-01-02 15:00:00
Get ready the Royals have an opponent in the World Series! The boys in blue will take on the San Francisco Giants! First game Tuesday in KC!,positive,2025-01-02 15:00:00
Looks for Tom Boonen but knows he\u2019ll be face down in a mountain of sherbet. Race day tomorrow. Prep of pros,negative,2025-01-02 15:00:00
Three of our Newspaper team are off to London with Miss Reay tomorrow as they're nominated for a National Award for best community newspaper,positive,2025-01-02 16:00:00
"""Anna Kendrick may be the only good thing that Twilight produced :)). I mean, she was amazeballs on Up In The Air hahaha!""",positive,2025-01-02 16:00:00
It\u2019s official\u002c I\u2019m going to the Justin Bieber concert tomorrow!!,neutral,2025-01-02 17:00:00
"""Gary Ablett wins the AFLPA MVP for the 4th time in his career. He should have started his speech with- \""""Yeah\u002c I\u2019d...",positive,2025-01-02 17:00:00
"""#Assad may be dictator, but he ruled over secular state that protected minorities,Christians, Alawite, others #Syria",neutral,2025-01-02 17:00:00
will Fabregas and sanchez will make their debut tonight?,neutral,2025-01-02 18:00:00
"""[URL=""""""""http://t.co/O6aoWvEbDR""""""""]Elizabeth Pena[/URL]  Only 55. Jan Hooks at 57. WTF!!! I'm getting old. Stop it.  :ahhh::ahhh::ahhh:""",negative,2025-01-02 18:00:00
Beautiful sunrise at the Washington Monument taken by @user -,positive,2025-01-02 18:00:00
@user awww Saturday? how was it?? @user you dont even came to my side much in BKK con\u002c i was so upset abt that,negative,2025-01-02 19:00:00
Yankee Game Thursday....Jets/Colts Sunday .....can\u2019t wait for the Knicks/Heat game,positive,2025-01-02 19:00:00
"""Anyone interested in 2 tickets to the Sunday, August 9th Zac Brown Band show at Fenway. grandstand 21, row 2, $70 per ticket""",neutral,2025-01-02 19:00:00
Off to Swansea tonight.  Hoping for sun on the beach tomorrow #optomistic,positive,2025-01-02 20:00:00
@user ... Your dab may be diff than @user 'cause you're a Thor kind player...,neutral,2025-01-02 20:00:00
@user idk about Thalia but I gotta work Saturday :/,neutral,2025-01-02 21:00:00
The Rousey Era is over. ROUSEY VS. HOLM January 2nd. @user is just that much better. #UFC,neutral,2025-01-02 21:00:00
@user @user I think the big danger could come from Barca. He may not want to play for Real after playing for Atletico.,negative,2025-01-02 21:00:00
"""#MCFashion Make your Friday morning a happy one, watch as Brad Pitt breakdances with Jimmy Fallon:",positive,2025-01-02 22:00:00
@user no not yet\u002c going Taiwan soon for training then passing out December 21st. Looking forward to not being a recruit/trainee ha,neutral,2025-01-02 22:00:00
I still am looking for one logical answer as to why Kendrick Lamar is hypocritical with his gf...maybe tomorrow,neutral,2025-01-02 22:00:00
Sunnybank's hooker bounces a 45m penalty goal over the posts in the 1st half of extra time.  Score is 28-31 after 80minutes  CARN HEAVIES!!,neutral,2025-01-02 23:00:00
"""July 19th is National Ice Cream Day. Ice cream typically contains vitamins A, which is very important for the...",positive,2025-01-02 23:00:00
Prince George turns two tomorrow! See who made the royal party guest list,neutral,2025-01-02 23:00:00
"""Oct 6 will be Ghoncheh Ghavami's 100th day in prison,support @user and sign 500K strong @user petition",neutral,2025-01-03 00:00:00
It's Star Wars Day in the LLC tomorrow! Don't miss it!! #WheatonNorth,positive,2025-01-03 00:00:00
RFT @user Skype nights! might as well Skype with someone who gonna be at the mmg tour at 1st mariner,positive,2025-01-03 00:00:00
"ugh also i forgot hannibal is ending...i never kept up with it but i still feel pretty sad it was a damn good show, 1st season",neutral,2025-01-03 01:00:00
Tomorrow is the Big Day! Discount Prices on Botox and Juvederm! Call and make an appointment! #botox #juvederm #madison,positive,2025-01-03 01:00:00
So Justin Beiber is coming down here Jan. 15. Am I the only one excited? Lol,positive,2025-01-03 02:00:00
@user I\u2019ll donate $5 to the homeless guy on 3rd St. if u can talk @user into letting us judge the next Miss America,neutral,2025-01-03 02:00:00
"""Hunter S. Thompson said in the February 15, 1973 issue of Rolling Stone, """"If I'd written the truth I knew for the...",neutral,2025-01-03 02:00:00
Apparently Simply Kpop comes on my TV. And i watched it Sat. &amp; saw Got7's latest song &amp; it was rly cute!,positive,2025-01-03 03:00:00
vinicius vieira silv. @user Have you seen these enticing Katy Perry images? You may like:,neutral,2025-01-03 03:00:00
"""Yes, we are to let people see the glory of God working through us. Shine on Christians.",positive,2025-01-03 03:00:00
"""Foo Fighters were exceptional last night, Dave Grohl can still command a presence despite being sat on a throne! Goosebumps at the old stuff""",positive,2025-01-03 04:00:00
spot price on 14KT gold is $49.08 dwt in Tampa Bay today - crazy that gold is over $1800/ounce - remember when the real price was $300.00..,negative,2025-01-03 04:00:00
somebody tell me what is there to do on Friday night in N.O.? I\u2019m trynna bring my b-day in the right way,neutral,2025-01-03 04:00:00
Memorised the journey to Lucy's tomorrow in case my iPod and iPhone run out of charge on route haha,positive,2025-01-03 05:00:00
"""Grexit"" struggle tests Germany's power duo: On July 17th, her 61st birthday, Angela Merkel stepped to the pod...",neutral,2025-01-03 05:00:00
World in Union (with several opera singers) for the Rugby World Cup will be available on August/September(12th) More,neutral,2025-01-03 06:00:00
"""Wait, did Taylor bring Nicki on stage when she won on Sunday? I didn't think so...""",neutral,2025-01-03 06:00:00
I have 2 Zac Brown Band tix for their concert tomorrow @ citizens bank $120 for both tickets!! Lmk if you're interested,neutral,2025-01-03 06:00:00
Rolling Stone  Out of zone  So you can't monitor  My SAT phone,neutral,2025-01-03 07:00:00
@user @user   I know u miss SEC football Erin. Nothing like it! Can\u2019t wait for BIG monday\u2019s coming soon. @user Cant wait,positive,2025-01-03 07:00:00
"For the 2nd consecutive year, the #Patriots and Nike will release new Lunar Force 1 sneakers.",positive,2025-01-03 07:00:00
@user I'll come for the faculty exhibition on Tuesday.. and I'm like most of the time in uni after 3:30 PM :) in CIT building,positive,2025-01-03 08:00:00
"""On Sunday, when it's HOT &amp; also National Ice Cream Day, we'll have homemade ice cream! Try an ice cream sandwich,...",positive,2025-01-03 08:00:00
"""Understated:  The fact that George Harrison woke up early enough to 2 see a sunrise just to write freakin """"Here Comes The Sun""""""",neutral,2025-01-03 08:00:00
"@user @user @user movies Friday night! \""""""""Flight\"""""""" with Denzel Washington!!! Don\u2019t make plans because I just made plans!!!""",neutral,2025-01-03 09:00:00
Jan Hooks: Batman Returns (Bilingual) [Import]: The legendary hero returns to do battle against the mysterious Cat Wo,neutral,2025-01-03 09:00:00
If Volstead went against #Braves on a Monday\u002c he\u2019d give up 5 runs in first\u002c then cubs make a furious rally late to win #twostreaks,negative,2025-01-03 09:00:00
"Just favorited ""Grateful Dead - Recorded by Zoltan at the San Fran..."" by Calgarycmmc Cmmc on Mixcloud",positive,2025-01-03 10:00:00
Saturday night thoughts:    I was checking out the box scores from the American Hockey League - this box score c...,neutral,2025-01-03 10:00:00
Just bought tickets for the Ducks game next Sunday!!!!,neutral,2025-01-03 11:00:00
"Pickin' on the Grateful Dead: A Tribute by Pickin' On (CD, May-1997, CMH) NEW",neutral,2025-01-03 11:00:00
"""Depending on how this happens, it could give Israel a fine casus-belli for intervention in Syria...",negative,2025-01-03 11:00:00
"Pride parade outcome: Lots of fun, a heavy sun burn and back pain. Wish I could party tonight, but packing for GDC/Gamescom takes priority.",positive,2025-01-03 12:00:00
"""Steph's huge night, Kobe's incredible 4th qtr vs the Wizards. Plus, Dana White joins the desk. LISTEN:",positive,2025-01-03 12:00:00
"""\""""""""@DKudlacek: Whos going to the millard north game tomorrow??\"""""""" Who do they playy ?""",neutral,2025-01-03 12:00:00
Labor Day is a glorious holiday because children go back to school the next day. It may as well have been call...,positive,2025-01-03 13:00:00
David Cameron is due to make his Commons statement about the migration crisis at 3.30pm. #davidcameron,neutral,2025-01-03 13:00:00
Suarez is 1 YC away from a domestic suspension. If he picks up a YC this Sunday vs Newcastle\u002c then he will miss the clash at SB next w/end.,neutral,2025-01-03 13:00:00
@user I don't think Matt is doing anything with DIGI for HOU/DALLAS I may be wrong,neutral,2025-01-03 14:00:00
[Chicago Sun-Times] White Sox rookie Carlos Rodon continues to make strides #Mariners,positive,2025-01-03 14:00:00
"""Wow! Big 24 hours for @user 1st, @user named Miss USA, now @user is named a starter for the MLB All-Star Game!! #Tulsa""",positive,2025-01-03 15:00:00
Mariah Carey is actually the 2nd fittest bird of all time,positive,2025-01-03 15:00:00
"""Hey, did you know National Ice Cream Day is Sunday, July 19th? Make sure you take a moment to enjoy a scoop of your favorite flavor! #YUM""",positive,2025-01-03 15:00:00
Seth Rollins breaks John Cena's nose on 'WWE Monday Night Raw' but the fight continued on,neutral,2025-01-03 16:00:00
"""Just a quick note- Hulk Hogan was a bad wrestler anyway. C'mon now, the leg drop? Give me a break.  Back to real sports- Go Yankees!""",negative,2025-01-03 16:00:00
Take me to IHOP's $1 shortstack event tomorrow so I know it's real.,positive,2025-01-03 16:00:00
Selling Day for a Night Free Press Passes Ft. Kendrick Lamar. $40 for 2 day pass. Kendrick performs tomorrow at 9:30 p.m. Hmu if interested,positive,2025-01-03 17:00:00
"""Hasan on Eid: Every day a Muslim obeys Allah is itself a celebration: Ibn Rajab reported: Hasan Al-Basri, may Allah have mercy on him...""",positive,2025-01-03 17:00:00
Bayern Munich coach Jupp Heynckes insists his side won't be fazed by the shock loss to Leverkusen on Sunday -,negative,2025-01-03 17:00:00
@user enjoy your last night in swansea! Thursday is all about sin city #sinsavers,positive,2025-01-03 18:00:00
Sat in the dark listening to Randy Orton's theme tune is exactly how I want to be spending my Saturday night,neutral,2025-01-03 18:00:00
Ah bollocks. I liked this guy's Israel stuff but looks like he's a dud.,negative,2025-01-03 18:00:00
Quiet Saturday night\u002c watched Taken and Journey to Mysterious Island. Pert near time to go to bed\u002c got church in the morning.,neutral,2025-01-03 19:00:00
Salt Lake Tribune - Man dies after Murray shooting - A man died Sunday morning after he was found shot outside a h...,negative,2025-01-03 19:00:00
@user So sorry for the loss of your beloved husband and father of your kids. May you see him again in heaven. RIP Frank Gifford.,negative,2025-01-03 20:00:00
"""When they said Stoops has been """"""""chagrined by 3rd down problems"""""""" it sounded like they meant OU having problems.""",negative,2025-01-03 20:00:00
"@user @user But remember, Erdogan is Obama's BFF. 1st foreign leader he called when elected.",neutral,2025-01-03 20:00:00
"""can somebody please tell me why it says \""""""""MNF\"""""""" during this preseason game on THURSDAY.""",neutral,2025-01-03 21:00:00
Breezin\u2019 won the Best Pop Instrumental Performance at the 19th Grammy Awards,positive,2025-01-03 21:00:00
@user idk I just wanted to make convo since my phone is kinda ruined because pool and I'm using like a 3rd generation iPod lol so,negative,2025-01-03 21:00:00
@user *WWE Monday Might Raw because of the goat John Cena,neutral,2025-01-03 22:00:00
"Our Holiday Matinee continues tomorrow with Jurassic World at 3pm, through the week.",neutral,2025-01-03 22:00:00
"""\""""""""Will you have lunch with me tomorrow night?\""""""""-random hoe that\u2019s hitting on Castle \""""""""NOOOOOOOOO\""""""""-Beckett""",negative,2025-01-03 22:00:00
#Update | Liam and Niall teased the crowd in Ottawa about One Direction's 5th album! 9.8.15,neutral,2025-01-03 23:00:00
"@user @user may have always been """"Israel"""" but no reason Zionists had to kill for it.""",negative,2025-01-03 23:00:00
you ever go night night Nigga? EVERYBODY go night night ! - Kevin hart,neutral,2025-01-04 00:00:00
"""Manor Hospital, which may ultimately lead to disaster If you make an 'Up the Duff' joke? Ibuprofen should take George Osborne's cue &amp;amp;""",negative,2025-01-04 00:00:00
"MADRID, Aug 27 (Reuters) - Sevilla have completed the signing of forward Fernando Llorente from Juventus and the 30-year-old former Spain",neutral,2025-01-04 00:00:00
"""Check out the Senior Bowl\u2019s 1st \""""""""Scouter\u2019s Delight\"""""""":",neutral,2025-01-04 01:00:00
It was a monday night when you told me it was over babe. - Sam Smith,neutral,2025-01-04 01:00:00
"""#Cubs (R) Kris Bryant went 1-for-4 with a run scored, two RBIs (83rd &amp; 84th) alongside his 22nd home run. #MLB""",neutral,2025-01-04 01:00:00
Imagine if Paul Dunne wins the Open tomorrow and some nonce had a bet on him at 1500/1...,neutral,2025-01-04 02:00:00
"""My music range now is all over the place.  My Chemical Romance, Anberlin, Taking Back Sunday, Iron Maiden, Nirvana, Twenty One Pilots+""",neutral,2025-01-04 02:00:00
"""Just got an e-mail from Eldora Speedway with the 2013 Kings Royal dates, July 12-13. #kingsroyal""",neutral,2025-01-04 02:00:00
Libertines LP slips back a week - Sept 11 now. Was originally same week as Iron Maiden (who would've trounced it) Now Duran &amp; Stereophonics.,neutral,2025-01-04 03:00:00
My baby girl start school tomorrow I pray she has a wonderful school year coming. I love you baby girl Nirvana,positive,2025-01-04 03:00:00
"@user The incubation period for HIV may last up to 6 months, and may be mistaken for other diseases before the person becomes aware.""",neutral,2025-01-04 03:00:00
@user @user  Fear among Muslims may be plausible yet unwarranted... But Dalits are becoming the biggest supporters of modi.,neutral,2025-01-04 04:00:00
That's right it is Thursday night. Come to Boots &amp; Slurs and let David Price and Hollie King make you favorite...,neutral,2025-01-04 04:00:00
"""Love David Wright, but he may be one of the most un-clutch player in the Major Leagues""",positive,2025-01-04 05:00:00
explosive resistant passports!!! Charlie Hebdo shootings left ID card in the car. 9/11 plane hijacker's passports found. Paris c'mon.,negative,2025-01-04 05:00:00
World Book Day was Mon and no one gave me a book. No one even gave me back any of the books they\u2019ve borrowed  #hinthint,neutral,2025-01-04 05:00:00
My friend Bailey is going to Allstar\u2019s show tomorrow.......,neutral,2025-01-04 06:00:00
#MLB 5* Run Line banger and two 4* bonus plays!Perfect #NFL record on the line 3-0(100%) tonight with a MNF steam move LLLINKKK,positive,2025-01-04 06:00:00
Twitter on Sunday in NZ is a fucking hellmouth of talking about awful shitty reality TV - I'll just watch this Grateful Dead doc #OldManEady,negative,2025-01-04 06:00:00
Nice day in Tucson again.,positive,2025-01-04 07:00:00
@user tomorrow maybe!? Like during Tok and lunch? I\u2019ll go tomorrow and you can go Wednesday? :),neutral,2025-01-04 07:00:00
"""Odin, far-wanderer, grant me wisdom, courage, and victory. Friend Thor, grant me strength, and may both be with me.""",positive,2025-01-04 07:00:00
Tomorrow is the day we\u2019ll beat justin biebers vevo record and earn our title back! :) :),positive,2025-01-04 08:00:00
The Undertaker returns to face Brock Lesnar at #SummerSlam August 23rd... Watch FREE throughout the whole month!,neutral,2025-01-04 08:00:00
Remember that time that Mellie had 'Americas Baby' 2nd season? Why isn't there a toddler running around the White House? #scandal,neutral,2025-01-04 09:00:00
"@user @user 1st, they did do Plan 9. 2nd, Sharknado is not earnestly bad, it's ironically so. That's why MST3K wouldn't work""",negative,2025-01-04 09:00:00
