text,label,timestamp
"This book is a very important must-read for every person living in America at this time in history. The paralells that can be drawn from the story in this novel to the ""dumbing of America"" that is going on today are quite unnerving, and quite scary. This book should be required reading for everyone who has ever turned on the television to escape from the world (which is just about everyone in this country).",positive,2025-02-01 09:00:00
"There's one good chapter, a good story, about survival. Otherwise, the pretentious Frenchman force feeds the reader his personal philosophy through a superfluous writing style. His name matches his style, long-winded and pretentious.",negative,2025-02-01 10:00:00
"For those who don't want to be dragged into the new .net world. There is still asp...however, 2.0 is the old version, at least get 3.0",negative,2025-02-01 10:00:00
"This is another ""artistic"" movie. The acting was very convincing and all the stuff they say about the powerful acting of Marlon Brando and the convincing youth and innocence of the one-hit-wonder girl that starred with him is valid. It was worth watching, but probably not worth owning. It's ultimately very depressing and doesn't really leave you holding on to anything. The sex scenes were pretty explicit, but not really anything you couldn't see in a 'hard-R' movie today. Buy it for the acting, ",positive,2025-02-01 11:00:00
"Cinematography is just ONE ingredient of a good film, not thewhole recipe. This was a story with so much promise, yet it insistedon becoming eye-candy rather than a good movie...... END",negative,2025-02-01 12:00:00
"In the begining thier was house.......and before that thier was SALSOUL!!!! The root of house music started with salsoul. This cd captures some of the best songs that they produced. To say that this is just another disco cd, would be doing it a grave disjustice. It would be like calling the Mona Lisa just a painting or the statue of Dave just a rock. This is a compilation of the best dance music ever recorded. The blend of rebel rosing vocals and smooth lyrical contents with the monstrative ryth",positive,2025-02-01 12:00:00
"Magic stars Anthony Hopkins long before Silence of the Lambs. His character ""Corky"" is a magician who can't seem to catch a break. He decides to try his luck at using a ventriloquist doll during his act and he becomes a success. His ventriloquist partner ""Fats"" starts to take over Corky's thoughts and motives. The success that his act has brought him starts to push him further into insanity and he runs off to escape with Fats. It is at this point that Corky's weird life begins to fall apart. He ",positive,2025-02-01 13:00:00
"I have read this book 4 times, and I can read it 100 times more, and never get tired of it. This is what a great piece of literture can do. This book has such unforgetable scenes, that one cannot differenciate between dream and reality that exists in the story, but takes over your mind and don't let go till you set aside the book. And even after, you will be captivated by the imagineray that has gone into this masterpiece.",positive,2025-02-01 14:00:00
"If your main objective, is the study of human relationships,social rapports between humans, and conquering and seducing otherpeople, this movie is for you.Not an embarrassing movie, at all, for any of the actors. Just,a nutty story, and enfatuation of the author of the script withpeople, relationships, seduction, etc.This is not to say that the above aspects are unimportant. Not true.Just that, perhaps a movie about such a theme might be more funfor some people than others.",negative,2025-02-01 15:00:00
"I was a great fan of the Mr. Coffee MUG-ACTIVATED warmer. The ones I had finally gave out so I looked to buying more, and some for friends. I could find only the ""on/off switch"" warmer (although it was initially called ""mug-activated"" on the screen) so ordered 2. As already stated, the coffee is kept only warm, and you definitely have to remember to turn OFF the warmer or you could return hours later and find it still ON, which could be a danger. I have been unable to find a mug-activated warmer",negative,2025-02-01 15:00:00
"I purchased the Red and Blue PETs for my son who loves the show. These toys don't work properly. My son carries it around as a prop but it too difficult for a child between 6-10 to understand. If your child wants a PET, but the GBA game Red Sun / Blue Moon. There is a build it PET that works. Kids can battle each other.",negative,2025-02-01 16:00:00
"Wonderful book, timeless advice... plus Maira Kalman!! Her exquisite illustrations pair wonderfully with this major classic.",positive,2025-02-01 17:00:00
"If you get to this review, please, please, do not spend your hard earned money on this toy, even at half price it is not worth it. I faced the same problems as everyone else, I'm forced to use my own glue and take time out to re work the toy so that it does what it was supposed to out of the box. A watse of money! Nuff Said!",negative,2025-02-01 18:00:00
This is a great meditation on the Euchar5ist and its application to everyday life. I highly recommend it to believers (and others?)Ray Jorgensen,positive,2025-02-01 18:00:00
"When I saw a review giving this movie 0 out of 5 (the 3rd time this respected source has ever done so), I should have listened. If 2 had plot holes, 3 has plot chasms. There is no story. A few special effects can not redeem such gaping wounds that make up the rest of the film (plot, charisma, fan service). Michael Bay really needs to stop raping people's childhoods (a la South Park George Lucas style).Go watch the '86 animated film instead and save yourself the excruciating pain that is The Dark",negative,2025-02-01 19:00:00
"I gave this a two star rating based on the fact that mine was to be used for a larger dog. This product would be adequate for a small dog. But the opening for a dog with a larger muzzle is not large enough. The claims for not spilling water seem to be true. However, since only about an inch of water is in the bottom of the opening at any time, it's more difficult for a larger dog to get his nose in and get a good drink. I guess if the dog were extremely thirsty and had no other water supply, thi",negative,2025-02-01 20:00:00
"I used it once and have not touched it since, the dolfin wont stay on my clit and the clear stuuf is too soft, Waste of MONEY",negative,2025-02-01 20:00:00
The music is too loud for me but I will send to to friend like that type of stuff,negative,2025-02-01 21:00:00
"I have had mine for about two years. I love the color it gives but it has also given me a lot of problems. Something has gone wrong with the memory inside making it impossible to print in ""best"" quality. An error message will pop up on my screen and then it will start printing out garbled junk. I've down loaded the latest driver--more than once--but with no success. It has been a waste of money to me--especially when ink cartridges are so high for it!!",negative,2025-02-01 22:00:00
"Its light was okay, although it could not quite cover an entire page of a book. The main problem is it's too shabby to survive a battery change--so you will get just 40 hours of use before it runs out. Also, finding 3V Lithium batteries is not easy.",negative,2025-02-01 23:00:00
"This is a great movie! If you are into mob movies, this is a must-have. It is a classic and the cast of actors is incredible.",positive,2025-02-01 23:00:00
"These three discs are a perfect place to begin your Stereolab collection as it covers a wide cross section of ""the stereolab sound"".And the music...??? just look up the individual disc reviews on Amazon.It's all there....Enjoy",positive,2025-02-02 00:00:00
"As a response to one of the reviews that speaks quite highly of this novel, I would like to say that despite my understanding and comprehension of the book, I still found it entirely dull, boring, and a waste of my time. Since it was required of me to read this book in school, I was forced to make my way through each dragging chapter, but I would have never on my own time, and it's not because I didn't understand the book that I feel this way about it. My class discussed quite thouroughly about ",negative,2025-02-02 01:00:00
"Bought it one and half year ago from Circuit city. Used it mainly for general computer work, not gaming. When I upgraded to a newer machine and try to install it on it, has problem with driver on XP Media Center edition, can not record MIDI from my Yamaha keyboard, and they don't provide support for it any more. What kind of business is this vendor in? Only one and half year later, they don't provide any technical support for their products.",negative,2025-02-02 01:00:00
"I could hardly believe this film was being high-listed for possible DVD release during the Amazon.com voting... let's be honest, it is not that good a movie (neither acting nor plot nor cinematography), unless you have an intense need to see some gymnastics and Kurt Thomas. But do make a point of reading VICSARJOO's review, for a delicious satire of over-blown and mis-guided reviews. If you enjoy that review (one of my favorites) there are some other classics by him if you link to his other revi",negative,2025-02-02 02:00:00
"So far, so good! It's taking longer than I thought it would, but we still have a ways to go.",positive,2025-02-02 03:00:00
"I bought this for my youngest son's third birthday. It is a great product! Both of my boys, (ages 3 and 6) love to play with it. It is a good outside or inside toy but to use it outside there can not be much wind because it is very light and will blow around easily. To use inside you do need lots of room. It can be put together or taken apart in less than 5 minutes so it is a toy you can buy even if you don't have room to always leave it up. I would recommend this toy to anyone. It would be a gr",positive,2025-02-02 04:00:00
"This is a PowerPC game. Up through Mac OS X 10.6 (Snow Leopard), Intel Macs had ""Rosetta,"" a technology for running PowerPC binaries on Intel machines.Apple discontinued Rosetta in Mac OS X 10.7 (Lion), so there is not way to run this game (or any other PowerPC binaries) without emulating earlier versions of Mac OS X, or booting an earlier version on your Mac (which might not be possible with machines released after Lion). So do not buy it unless you are familiar with these issues.Caveat Emptor.",negative,2025-02-02 04:00:00
"Like so many others I wasn't going to comment on either of these books but some of the recent reviews pleading with people to read it makes me sick. Begging people to read this? DO read the reviews however AND DO read them with a grain of salt the good obviously are there to promot the book,but many of the not so good reviews are there to promote it too. Don't fall for this and waste money lining this author's pockets. I rate this as NEGATIVE -5 star! Don't buy this book! You are better off with",negative,2025-02-02 05:00:00
"Very disappointed in this product. It worked perfectly for exactly three days and could not be resuscitated. It was very inexpensive so I did not want to pay half again the price to ship it back for an exchange, so the company would do nothing when they sent me an inquiry as to product satisfaction.",negative,2025-02-02 06:00:00
"edith has created a venue for herself to exorcise melancholic memories with painful melodies. there are no disguises on this collection. lonesome guitars and medicinal piano radiate the mood of broken spirits. she writes all her own songs. these ballads are definite reminders of those unbearable moments we all have to live. they are all gray sky, secluded,isolating tunes. i envision a ironical pace. i thought she was from chicago, millions and millions of people, and she sings stark loneliness",positive,2025-02-02 06:00:00
"A good childrens' book, excellent for reading to pre-school aged children. The text can easily be understood by the 3 and 4 year olds in my library story hour as they identify with Louie and his most favorite stuffed animal, a red goose. The illustrations are great!",positive,2025-02-02 07:00:00
"This brooch is far too small and expensive for its size. I was shocked when I pulled it out of its pouch. May I iterate, it is far too small. Without a moment's hesitation this brooch was immediately returned.",negative,2025-02-02 08:00:00
"What can I say, the chapter on setting up your jointer is worth the price of the book by itself. The pictures and the diagrams are great, easy to understand, and the text is informative and easy to read. This book makes you a better woodworker, because your tools will be correctly set up, which also makes them more fun to use and much safer.I would recommend this book to you, even if you do not own the tool, but are looking at getting into woodworking, with this book you will be better able to u",positive,2025-02-02 09:00:00
"I always love delving into a well-written, even complex book and getting into the minds of the characters. I was not bored or disappointed at all by this book. It is a book that will appeal to those who feel caught between ""irony and faith,"" or for people who are searching for truth and something to give a lonely life fulfillment.",positive,2025-02-02 09:00:00
"Tremors 2 doesn't live up to what I had hoped for. The movie has its funny moments, but just doesn't hook the viewer like the original. A key ingredient missing in this movie is Kevin Bacon. If you haven't seen the first Tremors, I would strongly recommend NOT viewing the sequel. However, if you enjoyed the first one, the sequel may be worth your time.",negative,2025-02-02 10:00:00
"I do think this item works great as a mop and as a dust mop, it really picks up all of the hair, fuzz and dust. Sadly(this is why it isn't 5 stars), corners and edges will find you using a regular broom, instead of this gadget, as it just can't handle those areas. I love that I can throw the pads in the washer and let them air dry -- no more mopping with anything less than clean.",positive,2025-02-02 11:00:00
"Overall, this is a good collection of gospel and spiritual music... I would not, however, have called it a soundtrack when , aside from the classic theme song, is music that helped inspire the creation of the show.The standout track, to me, was Amy Grant's contribution.",positive,2025-02-02 12:00:00
"I have tried to watch this movie several times on TV, but always either miss the beginning or have to stop watching it before it's over. I was so glad to find this available in DVD. I was able to watch it in its entirety, without commercials. It's a very good movie. I highly recommend it.",positive,2025-02-02 12:00:00
"I followed this book and did everything it said with an open mind. The print is every bit as blurry as it every was before I tried the things in this book. I wanted so much for this to work, and I'll try again, but after four months of daily applying the techiniques of this book, my vision did not improve the least bit.",negative,2025-02-02 13:00:00
"Destination Unknown by Mest, is such a great CD, their songs are songs that people can relate to, and the catchyness of the songs will stick in your head. This Cd is by far the best cd i've heard yet.",positive,2025-02-02 14:00:00
"These are good diapers that don't leak, even with overnight soakings. They don't hold up to blowouts as well as huggies little movers, however.",positive,2025-02-02 14:00:00
"Just a fun movie. Never made it big in the movies but an enjoyaable experience overall. Some swearing but it fits -- not just for the sake of using the F word which, incidentally, is never used.",positive,2025-02-02 15:00:00
I have used a Dazey and it worked great. The Mr Coffee keeps it a little warm but I like my coffee hot.,negative,2025-02-02 16:00:00
"This was a great and is very magical. A young boy's nanny is leaving and gives him a small castal as a going away present but it turns out that the night that came w/the castal is a real night that has been shrunken and turned to stone. The young boy breaks the spell that an evil sorcerer has put on the night and goes back to his time to stop the wrong that the sorcerer is doing. Will he stop the evil sorcerer or will the evil sorcerer stop him, you will find out in this incredible story of magi",positive,2025-02-02 17:00:00
"Maybe it was my bad to buy a knockoff product that was so cheap. Compared to Gum brand picks, Doctor's BrushPicks are unusable. The picks have no flexibility or give. Maybe I could use them to clean out tiny metal machine parts.",negative,2025-02-02 17:00:00
"Turtledove certainly has a good grasp of history but the quality of his writing is only so-so. When you combine this with a very long plot development and stereotypical characters it is almost impossible to finish one volume, let alone all four. An editor would have been useful but perhaps the publisher figured enough people would keep paying for the whole series that no editing was needed.",negative,2025-02-02 18:00:00
I love this movie so much. I have been watching it for years and I have yet to grow tired of it. It is a great movie with beautiful songs and music. The story-line will capture you. This is definately one of MY favorite movies.,positive,2025-02-02 19:00:00
"I had neutral feelings torwards this book. I didn't hate it, but I didnt like it. I thought the book was rather boring and was hard for me to get into. I did like how the story was easy to understand and follow. I do like that about books. I did not like how the book ended. In all the book wasn't bad but it was not my kind of book I would chose to read.",negative,2025-02-02 19:00:00
"Wonderful series prior to this. Shelters of Stone, however, tarnishes Jean M. Auel's reputation. Quite frankly, I don't believe she wrote it herself.",negative,2025-02-02 20:00:00
This product really sticks. I bought a couple days ago and then had to return it. I couldn't even set up the VNP because there was no proper documentation. I call Netgear and their support was no help at all. The router couldn't work wirelessly and wired simultaneously for the same machine... without reset the router... What I am trying to say is if you connected wirelessly to the router and then disconnected that wireless connection and then plugged into the router with your wired LAN cable... ,negative,2025-02-02 21:00:00
"I believe I will be very happy with the camcorder. Its small,light and easy to handle.The LCD is clear and bright.Ease of operation.",positive,2025-02-02 22:00:00
Kept my 2 year old interested which is hard to do!!! The ending is. Little weird bc it feels lime something is missing but cute movie overall!,positive,2025-02-02 22:00:00
"This radio has the same features that most $300+ radios have, yet it's less than $100. The full channel scanning and DualWatch work great and to be such a compact unit with such a small speaker the audio sounds good. If you will be driving with the windows down go ahead and plan for an external speaker but for any other time the built in speaker works great. Once setup with a tuned antenna the transmit and receive are both great. A great radio for a great value!",positive,2025-02-02 23:00:00
"If I had opened the box before I gave the Club Champ Putt 'n Return Putting Mat as a gift, I would have returned it. Disappointed in the quality and durabiity. Would not recommend.",negative,2025-02-03 00:00:00
"Judicious choice of tracks by Steve Howe makes a seemingly inessential purchase (how many best-of's/repackagings from the band in recent years?) hard to pass up. Disdaining the live tracks, solo meanderings (The Fish?), and subpar B-sides that afflicted Yesyears, this 6-hour package sounds and looks great. Nothing (incl. America) is abridged, and liner notes make a strong case for Yes rivaling King Crimson as musical pioneers. Packaging, as always with Rhino, is exemplary.",positive,2025-02-03 01:00:00
Product just quit working 3 weeks after I got it. Sent it back to manufacturer (Garmin) who said they would have it fixed on a priority and over-nighted back to me. That was almost two weeks ago and have not gotten it back yet. Still waiting.,negative,2025-02-03 01:00:00
"I am an avid fan of DM, and will do the best job at being objective about their work. Although, I think this album is great and it has many quintessential DM songs, there are some songs that I often skip over. These songs are definitely not my favorites, but I think mostly that they just don't appeal to me in the context of this album. This is why I label this ""transitions"". I love all periods of DM, but I notice this one seems to be one that incorporates the earlier ""new wave"" feeling of previo",positive,2025-02-03 02:00:00
"The abridged version of this book would read as so:""Sin is inevitable. So make the best of bad situations. And oh by the way... women are strong.""There ya go. Nuff said. I don't need to read obnoxiously long sentences lamenting on one sentiment for the entire 160 odd pages or so of this travesty. The entire book is just one big complaint. From the girl who commits adultery. She laments about it for the whole stinking book and puts up with some obnoxious kid the for whole thing as well. Painfully",negative,2025-02-03 03:00:00
"I was very disappointed with this....I realize it is a 1950 film, however, the sound and picture were off much if not all of the film. Additionally, it wasn't listed as a DVD-R, but is. Wish it had been a better quality production with sound and picture in sync as I really wanted it for my collection.",negative,2025-02-03 03:00:00
"This book is so obscene in some parts, and its not even written by Naomi Campbell, but some filthy man. Dont pick up this book if you want your brain to be burnt away by the promiscious literary flop of some freak.",negative,2025-02-03 04:00:00
"This book was excellent. The author gives us an intimate portrait of one of the greatest and most colorful athletes of the 20th century: Babe Ruth. Overall, we learn a lot about him and baseball during the roarong 20's into the 30's.My only issue was that I didnt like the way the book abruptly ended with his death. I would have liked to have read more about his funeral and the aftermath of his death. Plus I would have liked to learn more about how his legacy was treated the years after his death",positive,2025-02-03 05:00:00
"I bought this from Amazon in July. Unfortunately, I only opened it last week to find out it was a defective on the first disk. It played the first and third episodes perfectly but the second episode had 20 minutes of skipping. Amazon has absolutely no way of reporting this after your window of return has expired. So buyer beware. If you are slow to view your DVD's you can be screwed. I have always had good luck with Amazon until now.The series is excellent and quite intriguing until the end. I e",positive,2025-02-03 06:00:00
"When I was sick a few weeks ago my brother bought me this cd. Just one spin and I was hooked. What a pleasent surprise! I was expecting heartless trash with the ""lou pearlman"" sound to it. (remember o-town??"" This cd is definatly nothing like that. The main singer (Guthrie) wrote most of the songs himself. Along with the fact the group does not do choreographed dancing. (Is it me or is anybody else sick of that??) The ratings are out of a scale of 1-4Ohh its kinda crazy- 3 1/2No one does it bett",positive,2025-02-03 06:00:00
A real time waster. Not even decent underwear scenes for those who buy these things for that.,negative,2025-02-03 07:00:00
this book came on time and was in good condition. It has been on my list of books to read for a very long time,positive,2025-02-03 08:00:00
"When I started reading Birds of Prey, I really enjoyed the atmosphere and setting. Then I started groaning at the incredibly predictable behavior of the cardboard cutout characters. By 1/4 of the way through, I found myself hypnotized by the parade of every stereotypical character I remember from the trashy adventure books I loved when I was 12. The young, perfect hero. His loyal negro sidekick. The noble, tragic father. The backstabbing piratical villain. The fat, ugly, cowardly, corrupt, rich ",negative,2025-02-03 08:00:00
"I have seen this moive over 1000 times and thats no exageration! being born in 1972 I remember this film in the theatres and has been a favorite ever since and is a FAMILY FAVORITE with my kids today.This ""THE HOBBIT:THE ORIGINAL UNEDITED 1977 ANIMATED CLASSIC"" as advertised it a complete lie, the film is edited and missing scences,not whole scences mind but enough to make it seem it was chopped to be compadible for T.V. and its commercials to fit in a time slot, not only that the colar is quite",negative,2025-02-03 09:00:00
"After reading the Kindle sample of this book, I have to agree with the many critical reviews of this edition. This is not a review of the writing, which is excellent, but of this electronic edition of the title.Aside from the fact that $15 for the electronic edition of a book that is over 40 years old and has already been widely published as a mass market paperback for for half the price is obscene, the quality of this Kindle edition is so horrible I would not want it if it was free. DUNE is one",negative,2025-02-03 10:00:00
"There's nothing bad to say about this book! Everyone should read it before they die. Great, entertaining book for anyone.",positive,2025-02-03 11:00:00
I ordered this mainly to learn some Knots. This is nice to throw in the backpack and take out for a camping trip. Use the examples to try out some knots.Good product. Very useful.,positive,2025-02-03 11:00:00
"I purchased this for my step-daughter who is a poker novice. I thought she would like to have her own poker set to play and practice. One week after receiving it, she informed me that the set already began falling apart. The hinge came off and it's literally falling apart on her.This was embarrassing because it was a gift from me. Now I must redeem myself and purchase a better set. Do not buy this piece of junk.",negative,2025-02-03 12:00:00
"This book asks some hard questions in the way it scrutinizes the bible. Reverend Teel then answers the questions in a way that makes sense and gives a real understanding of the possibilities. The book asks the reader to set aside all preconceived notions on religion, Jesus, and God and take a look at it in a most unique way. I went into the book on the defensive as a fundamentalist Christian and found myself following the argument of Reverend Teel and even, at moments, agreeing with him. While I",positive,2025-02-03 13:00:00
"Like others here, I'm wondering if the final seasons of one of the most durable, laugh-out-loud sit-coms of all timewill ever be released. I bought Season 1 for a song when Borders went out of business,expecting a series I loved at the time to have dated badly. It hadn't.A great cast, with fine, funny writers and performed (I believe) before a live audienceI quickly caught up and, like the rest of you, have a feeling that I've pre-ordereda box-set that, inexplicably, will never be released. When",positive,2025-02-03 13:00:00
"Update...so the workaround described below work for about 33 days...just outside the return window. The tracks that play in just the left headset channel do not come through. I've tried 2 sets of ear buds and one set of over the ear headsets...all have the same issue. Plug the same headsets into the source (PC), all channels play out of both ear.WOULD NOT RECOMMEND PURCHASING THIS ITEM.---Out of the box, if I plug my ear buds from my iPhone into the extension (fully connected in the female end) ",negative,2025-02-03 14:00:00
"Well this movie started off semi-enjoyable. An early shower scene of Reese Witherspoon made me happy. Thie movie sets up with a father-daughter conflict that you've seen in hundreds of other movies. Enter Marky Mark, sweeping the girl off her feet. Then comes the part when the girl argues a lot with the father. And so on... we've all seen this before. It seems like the writer ran out of ideas at the end of the movie, though. Or perhaps he was getting bored with all the build-up he was creating w",negative,2025-02-03 15:00:00
I must admit that the title caught my attention. Sad to say the music won't. It reminded me of being in a department store elevator stuck in the mezzanine and unable to get out. You can save yourself. If you want good exotica buy a Les Baxter CD.,negative,2025-02-03 16:00:00
Not as magical and is darker than the first 3 movies. Overall it was a great movie!!!The ending leaves you anxious to see the next film!!!,positive,2025-02-03 16:00:00
"My daughter is living with a couple for the summer. This was an alternative to transporting a regular twin bed 80 miles to their house. She has been very pleased with the quality and ease of use. That is a big deal with her as she has two steel rods in her back. As a college student and missions student, I'm sure it will be used again.",positive,2025-02-03 17:00:00
"Is that a monarch, a viceroy or a queen butterfly? To identify butterflies look through the Field Guide to Butterflies of Texas. The next time, you can tell that it was a tiger swallowtail and not a zebra swallowtail or a spicebush swallowtail.Children are fascinated by insects and butterflies as well. Teach them to appreciate nature. Learning the names of butterflies is a good way to start.",positive,2025-02-03 18:00:00
"This cd isn't TOO bad but at the same time I wish i hadn't bought it. I think the singer said to himself ""Let's see how i can ruin this record by whining like a country singer all emotionally"". (And in a realllly bad way) Oddly enough, the absolute best song these guys ever put out isn't featured on either of their cd's. (Sweet Summer) Besides the fact that this is missing that gem of a song, it's nothing like the first cd. Nothing quite like the cathy pop rhythms of Don't Stop on this cd. Just ",negative,2025-02-03 19:00:00
This book gives a great look into the Jewish mindset of the early 1900s. A must read for any young Bible student.,positive,2025-02-03 19:00:00
"The Remake of Boyz-n-the-Hood makes this CD worth buying by itself, but there are some other catchy tunes that are worth listening to also.",positive,2025-02-03 20:00:00
This is a nice family drama that explores a son's conflicted relationship with his father. It shows the sad consequences that result when father's spend much time trying to become rich and famous and calously neglect to care for and love their sons.,positive,2025-02-03 21:00:00
"I absolutely loved the first two Anne movies. When I heard they were finally making another movie, I was very excited to see it. I was extremely disappointed that the movie thoroughly strayed from L.M. Montgomery's enchanting story line. The story line was nothing like the true story of Anne, and although some may think it is a good movie in its own way, it is not worthy to carry the name Anne of Green Gables. The plot of this movie held no interest for me, and was extremely disappointing.",negative,2025-02-03 21:00:00
"This video was let down. The historical blurb at the beginning is a time waster, and a pain to fast forward thru every time I want to practice dancing. I agree with other reviewers regarding the time devoted to ""freestyle"" and ""improvisation"". I am too new at this to recognize the moves when they are put together so quickly- and without any commentary. I find myself struggling during this part, or worse - just standing there feeling frustrated and foolish. Some instruction regarding transitions ",negative,2025-02-03 22:00:00
"I have read many of Jack Higgins' books and this is the poorest so far, in my humble belief. As I travelled thro' the pages it just got harder and harder to believe the simplicity with which Mr Dillon strolls thro' the events at hand. The story also lacks any imagination and could probably have been summed up in a short story. Mr Dillon is just to sci-fi I'm afraid.There is a quote at the start of the book and as I got near the final chapters, I was starting to imagine that the Author would be w",negative,2025-02-03 23:00:00
"Bought it and was a bit disappointed. I thinkthat Clay should stick to his own style andstop trying to be someone he's not. The songsjust didn't do it for me.Certainly not the Clay Aiken that sold platinumwith his first CD. Wonder how that happened???????Spend your money of something worth while, butif you just got to have it, burn yourself acopy from a Clay fanatic who is sure to havea few extras on hand.",negative,2025-02-04 00:00:00
"If your a fan of the games you will enjoy the anime watching the familiar characters I like the dubbing I am a dubb person I perfer it, so its rare I ever complaint about it. Good series having played the games you will enjoy it more. Art style is diffrent its a good different nice change . For the price I paid 13 bucks its worth it",positive,2025-02-04 00:00:00
"Pianist John Hicks has long been a master of the modern mainstream without necessarily blazing any new paths of his own. On this CD he is featured on a pair of solo numbers, a duet with flutist Elise Wood (a sensitive version of Duke Ellington's ""Star Crossed Lovers""), a trio rendition (with bassist Curtis Lundy and drummer Cecil Brooks III.) of ""Mood Swings,"" with a quintet (a blazing version of ""My Shining Hour"" that has both Bobby Watson and Vincent Herring on altos) and five selections with ",positive,2025-02-04 01:00:00
"My first purchase for my Kindle FireKindle Fire, Full Color 7"" Multi-touch Display, Wi-Fiwas the perfect choice. Mann's research of indigenous people living in the Americas prior to Columbus' arrival was thorough and his conclusions well-balanced.",positive,2025-02-04 02:00:00
"I bought this air mattress after researching the site. It is indeed very comfortable and easy to operate and most important of all, NO LEAKING!!!",positive,2025-02-04 02:00:00
The book is great. Just watch out for the shipping especially if you want to order more than 1. You cant do it without paying double the shipping... bad rip off.,positive,2025-02-04 03:00:00
"This card has to be the bast purchase I've ever made! The grapghics are great, it's DirectX supported (a biggie) and is far superior to most cards of the same price. The reviewer who says it doesn't work obviously knows nothing about computers to know well enough whether his motherboard will work with the card. If he bought the AGP card, maybe he should try the PCI. Anyway, this is a great video card from a great company for a great price. BUY IT!",positive,2025-02-04 04:00:00
"I wanted to start my own business, but I knew nothing about entrepreneurship. After reading this book, I feel confident about my new business venture. It is impossible to explain how valuable a tool this book is.",positive,2025-02-04 05:00:00
"I bought this book thinking it was similar to the Harry Potter series (in nature and spirit) but I was very wrong. The characters are acceptable, but the author did a poor job of developing the Kit character... Also the writing is exceedingly dull, the story slogs along at an incredibly SLOW pace...Truthfully I found the story boring... but I read it anyway. I will not be reading the rest of the series.I think the writer's biggest mistake is trying to write the ""magic"" as if it were scientifical",negative,2025-02-04 05:00:00
